Category,Cause,Site,Month,Year,Severity,Status,Count
Security,Design,Concord,Jan,2008,Medium,Closed,10
Security,External,Concord,Jan,2008,Critical,Closed,15
Divergence,Material,Concord,Jan,2008,Major,Closed,5
Divergence,Procedure,Concord,Jan,2008,Major,Open,9
Complaint,Design,Concord,Jan,2008,Near Miss,Closed,11
Complaint,Training,Concord,Jan,2008,Major,Closed,6
Customer,Equipment,Hudson,Jan,2008,Major,Closed,6
Customer,Personnel,Hudson,Jan,2008,Medium,Closed,7
Spill,External,Hudson,Jan,2008,Near Miss,Closed,8
Spill,Personnel,Hudson,Jan,2008,Major,Closed,6
Injury,Material,Hudson,Jan,2008,Critical,Closed,4
Injury,Design,Hudson,Jan,2008,Near Miss,Closed,13
Transport,Training,Hudson,Jan,2008,Near Miss,Closed,10
Transport,Design,Hudson,Jan,2008,Critical,Open,13
Equipment,Equipment,Hudson,Jan,2008,Near Miss,Closed,5
Equipment,External,Hudson,Jan,2008,Critical,Open,5
Security,Material,Hudson,Jan,2008,Near Miss,Open,3
Security,External,Hudson,Jan,2008,Major,Open,13
Divergence,Design,Hudson,Jan,2008,Near Miss,Open,8
Divergence,Personnel,Hudson,Jan,2008,Near Miss,Closed,12
Complaint,Material,Hudson,Jan,2008,Near Miss,Open,14
Complaint,Design,Hudson,Jan,2008,Major,Closed,6
Customer,Personnel,Weston,Feb,2008,Major,Closed,4
Customer,Material,Weston,Feb,2008,Major,Open,7
Spill,Equipment,Weston,Feb,2008,Critical,Closed,8
Spill,External,Weston,Feb,2008,Critical,Open,8
Injury,Design,Weston,Feb,2008,Critical,Open,9
Injury,Personnel,Weston,Feb,2008,Critical,Closed,6
Transport,Personnel,Weston,Feb,2008,Medium,Closed,3
Transport,Management,Weston,Feb,2008,Medium,Closed,12
Equipment,External,Weston,Feb,2008,Near Miss,Closed,10
Equipment,Procedure,Weston,Feb,2008,Critical,Closed,8
Security,Procedure,Weston,Feb,2008,Near Miss,Closed,12
Security,Equipment,Weston,Feb,2008,Major,Open,3
Divergence,Personnel,Weston,Feb,2008,Major,Closed,7
Divergence,Management,Weston,Feb,2008,Medium,Closed,7
Complaint,Training,Weston,Feb,2008,Critical,Closed,4
Complaint,External,Weston,Feb,2008,Near Miss,Closed,6
Customer,Procedure,Bolton,Feb,2008,Major,Closed,9
Customer,Training,Bolton,Feb,2008,Near Miss,Closed,17
Spill,Personnel,Bolton,Feb,2008,Critical,Closed,7
Spill,Procedure,Bolton,Feb,2008,Medium,Closed,9
Injury,Equipment,Bolton,Feb,2008,Critical,Open,7
Injury,Design,Bolton,Feb,2008,Near Miss,Closed,10
Transport,Management,Bolton,Feb,2008,Critical,Closed,6
Transport,Material,Bolton,Feb,2008,Critical,Closed,10
Equipment,Design,Bolton,Feb,2008,Major,Open,3
Equipment,Procedure,Bolton,Feb,2008,Major,Closed,8
Security,Procedure,Bolton,Feb,2008,Critical,Closed,9
Security,Personnel,Bolton,Feb,2008,Near Miss,Closed,14
Divergence,Training,Bolton,Feb,2008,Critical,Closed,4
Divergence,Equipment,Bolton,Feb,2008,Near Miss,Closed,6
Complaint,Design,Bolton,Feb,2008,Critical,Open,7
Complaint,Material,Bolton,Feb,2008,Major,Closed,7
Customer,Personnel,Shirley,Feb,2008,Critical,Closed,9
Customer,Management,Shirley,Feb,2008,Critical,Open,7
Spill,External,Shirley,Feb,2008,Medium,Closed,12
Spill,Training,Shirley,Feb,2008,Near Miss,Closed,5
Injury,External,Shirley,Feb,2008,Major,Closed,14
Injury,Equipment,Shirley,Feb,2008,Major,Closed,9
Transport,External,Shirley,Feb,2008,Critical,Closed,7
Transport,Personnel,Shirley,Feb,2008,Critical,Closed,4
Equipment,Training,Shirley,Feb,2008,Near Miss,Open,4
Equipment,Equipment,Shirley,Feb,2008,Medium,Closed,13
Security,Procedure,Shirley,Feb,2008,Major,Closed,7
Security,Equipment,Shirley,Feb,2008,Near Miss,Open,7
Divergence,Material,Shirley,Feb,2008,Medium,Closed,14
Divergence,Management,Shirley,Feb,2008,Medium,Closed,11
Complaint,Personnel,Shirley,Feb,2008,Major,Open,6
Complaint,Procedure,Shirley,Feb,2008,Medium,Closed,10
Customer,Equipment,Lincoln,Feb,2008,Medium,Closed,12
Customer,Management,Lincoln,Feb,2008,Major,Closed,10
Spill,Procedure,Lincoln,Feb,2008,Near Miss,Open,3
Spill,External,Lincoln,Feb,2008,Major,Closed,4
Injury,Management,Lincoln,Feb,2008,Near Miss,Closed,8
Injury,Training,Lincoln,Feb,2008,Near Miss,Open,8
Transport,Management,Lincoln,Feb,2008,Near Miss,Open,12
Transport,Training,Lincoln,Feb,2008,Near Miss,Closed,8
Equipment,Equipment,Lincoln,Feb,2008,Critical,Open,10
Equipment,Design,Lincoln,Feb,2008,Medium,Open,8
Security,Design,Lincoln,Feb,2008,Medium,Closed,6
Security,Equipment,Lincoln,Feb,2008,Critical,Closed,11
Divergence,Design,Lincoln,Feb,2008,Critical,Closed,7
Divergence,Management,Lincoln,Feb,2008,Major,Closed,7
Complaint,Personnel,Lincoln,Feb,2008,Medium,Closed,9
Complaint,Equipment,Lincoln,Feb,2008,Critical,Closed,8
Customer,Management,Maynard,Feb,2008,Major,Open,5
Customer,Personnel,Maynard,Feb,2008,Major,Closed,7
Spill,Management,Maynard,Feb,2008,Major,Open,6
Spill,External,Maynard,Feb,2008,Major,Closed,9
Injury,Material,Maynard,Feb,2008,Near Miss,Closed,9
Injury,Personnel,Maynard,Feb,2008,Near Miss,Open,4
Transport,Personnel,Maynard,Feb,2008,Critical,Open,8
Transport,Equipment,Maynard,Feb,2008,Medium,Closed,8
Equipment,Procedure,Maynard,Feb,2008,Critical,Closed,10
Equipment,Material,Maynard,Feb,2008,Major,Closed,3
Security,Material,Maynard,Feb,2008,Critical,Open,7
Security,Training,Maynard,Feb,2008,Major,Closed,7
Divergence,Training,Maynard,Feb,2008,Medium,Open,10
Divergence,Equipment,Maynard,Feb,2008,Critical,Closed,1
Complaint,Equipment,Maynard,Feb,2008,Medium,Closed,9
Complaint,Design,Maynard,Feb,2008,Medium,Closed,5
Customer,Training,Acton,Feb,2008,Major,Closed,6
Customer,Material,Acton,Feb,2008,Near Miss,Open,11
Spill,Personnel,Acton,Feb,2008,Major,Closed,10
Spill,Material,Acton,Feb,2008,Near Miss,Open,11
Injury,Procedure,Acton,Feb,2008,Near Miss,Open,14
Injury,Equipment,Acton,Feb,2008,Near Miss,Closed,8
Transport,Design,Acton,Feb,2008,Major,Closed,6
Transport,Personnel,Acton,Feb,2008,Near Miss,Open,3
Equipment,Equipment,Acton,Feb,2008,Medium,Closed,4
Equipment,External,Acton,Feb,2008,Critical,Closed,13
Security,Procedure,Acton,Feb,2008,Medium,Closed,14
Security,Material,Acton,Feb,2008,Near Miss,Open,9
Divergence,Personnel,Acton,Feb,2008,Major,Open,11
Divergence,Training,Acton,Feb,2008,Near Miss,Closed,6
Complaint,Training,Acton,Feb,2008,Critical,Closed,7
Complaint,Management,Acton,Feb,2008,Critical,Open,12
Customer,Design,Concord,Feb,2008,Near Miss,Open,6
Customer,Equipment,Concord,Feb,2008,Critical,Closed,4
Spill,Procedure,Concord,Feb,2008,Near Miss,Closed,8
Spill,Design,Concord,Feb,2008,Critical,Closed,6
Injury,Procedure,Concord,Feb,2008,Near Miss,Closed,12
Injury,Training,Concord,Feb,2008,Medium,Closed,6
Transport,Equipment,Concord,Feb,2008,Medium,Closed,13
Transport,Personnel,Concord,Feb,2008,Near Miss,Closed,13
Equipment,Material,Concord,Feb,2008,Major,Open,8
Equipment,Personnel,Concord,Feb,2008,Near Miss,Closed,9
Security,Personnel,Concord,Feb,2008,Critical,Open,5
Security,Management,Concord,Feb,2008,Critical,Closed,12
Divergence,Personnel,Concord,Feb,2008,Critical,Open,13
Divergence,Management,Concord,Feb,2008,Near Miss,Open,7
Complaint,Procedure,Concord,Feb,2008,Medium,Closed,8
Complaint,Equipment,Concord,Feb,2008,Medium,Closed,5
Customer,Material,Hudson,Feb,2008,Critical,Closed,6
Customer,Training,Hudson,Feb,2008,Medium,Closed,9
Spill,Design,Hudson,Feb,2008,Near Miss,Closed,5
Spill,Procedure,Hudson,Feb,2008,Near Miss,Closed,9
Injury,Design,Hudson,Feb,2008,Medium,Open,14
Injury,Training,Hudson,Feb,2008,Critical,Closed,9
Transport,Equipment,Hudson,Feb,2008,Critical,Closed,12
Transport,Training,Hudson,Feb,2008,Near Miss,Closed,7
Equipment,Design,Hudson,Feb,2008,Major,Closed,10
Equipment,Management,Hudson,Feb,2008,Critical,Closed,4
Security,Management,Hudson,Feb,2008,Major,Closed,15
Security,Material,Hudson,Feb,2008,Medium,Closed,9
Divergence,Personnel,Hudson,Feb,2008,Critical,Open,3
Divergence,Training,Hudson,Feb,2008,Near Miss,Closed,12
Complaint,Management,Hudson,Feb,2008,Major,Closed,8
Complaint,Material,Hudson,Feb,2008,Major,Closed,11
Customer,Management,Weston,Mar,2008,Near Miss,Closed,5
Customer,Equipment,Weston,Mar,2008,Medium,Closed,4
Spill,Equipment,Weston,Mar,2008,Medium,Open,5
Spill,External,Weston,Mar,2008,Medium,Closed,12
Injury,Material,Weston,Mar,2008,Medium,Closed,11
Injury,Personnel,Weston,Mar,2008,Near Miss,Open,12
Transport,Equipment,Weston,Mar,2008,Critical,Closed,9
Transport,Training,Weston,Mar,2008,Major,Closed,6
Equipment,Design,Weston,Mar,2008,Near Miss,Open,6
Equipment,External,Weston,Mar,2008,Critical,Open,6
Security,Design,Weston,Mar,2008,Critical,Closed,5
Security,External,Weston,Mar,2008,Major,Closed,15
Divergence,Management,Weston,Mar,2008,Medium,Closed,9
Divergence,Training,Weston,Mar,2008,Major,Closed,9
Complaint,Equipment,Weston,Mar,2008,Medium,Closed,8
Complaint,External,Weston,Mar,2008,Near Miss,Open,8
Customer,Procedure,Bolton,Mar,2008,Critical,Open,6
Customer,Design,Bolton,Mar,2008,Critical,Closed,6
Spill,Material,Bolton,Mar,2008,Major,Closed,8
Spill,Personnel,Bolton,Mar,2008,Near Miss,Open,4
Injury,Material,Bolton,Mar,2008,Medium,Open,16
Injury,Management,Bolton,Mar,2008,Medium,Closed,8
Transport,Personnel,Bolton,Mar,2008,Major,Closed,10
Transport,Training,Bolton,Mar,2008,Critical,Closed,6
Equipment,Personnel,Bolton,Mar,2008,Critical,Closed,9
Equipment,External,Bolton,Mar,2008,Near Miss,Closed,10
Security,Management,Bolton,Mar,2008,Major,Closed,6
Security,Procedure,Bolton,Mar,2008,Near Miss,Open,11
Divergence,External,Bolton,Mar,2008,Critical,Open,6
Divergence,Management,Bolton,Mar,2008,Critical,Open,9
Complaint,Equipment,Bolton,Mar,2008,Major,Open,10
Complaint,Management,Bolton,Mar,2008,Major,Closed,7
Customer,Management,Shirley,Mar,2008,Medium,Closed,8
Customer,Design,Shirley,Mar,2008,Critical,Open,7
Spill,Management,Shirley,Mar,2008,Near Miss,Open,6
Spill,Material,Shirley,Mar,2008,Critical,Open,5
Injury,Training,Shirley,Mar,2008,Major,Closed,10
Injury,Personnel,Shirley,Mar,2008,Critical,Closed,4
Transport,External,Shirley,Mar,2008,Medium,Closed,6
Transport,Material,Shirley,Mar,2008,Medium,Closed,9
Equipment,Design,Shirley,Mar,2008,Major,Open,7
Equipment,Equipment,Shirley,Mar,2008,Critical,Closed,8
Security,External,Shirley,Mar,2008,Medium,Closed,6
Security,Equipment,Shirley,Mar,2008,Near Miss,Closed,12
Divergence,External,Shirley,Mar,2008,Critical,Closed,14
Divergence,Management,Shirley,Mar,2008,Critical,Open,7
Complaint,Equipment,Shirley,Mar,2008,Major,Closed,9
Complaint,Personnel,Shirley,Mar,2008,Major,Open,7
Customer,Design,Lincoln,Mar,2008,Critical,Closed,10
Customer,External,Lincoln,Mar,2008,Near Miss,Open,8
Spill,Training,Lincoln,Mar,2008,Critical,Open,7
Spill,Design,Lincoln,Mar,2008,Near Miss,Closed,11
Injury,Management,Lincoln,Mar,2008,Medium,Open,8
Injury,Procedure,Lincoln,Mar,2008,Near Miss,Closed,3
Transport,Management,Lincoln,Mar,2008,Near Miss,Closed,7
Transport,Material,Lincoln,Mar,2008,Critical,Closed,4
Equipment,Design,Lincoln,Mar,2008,Near Miss,Open,14
Equipment,Equipment,Lincoln,Mar,2008,Medium,Closed,9
Security,External,Lincoln,Mar,2008,Major,Closed,8
Security,Training,Lincoln,Mar,2008,Critical,Open,1
Divergence,Training,Lincoln,Mar,2008,Near Miss,Closed,5
Divergence,Procedure,Lincoln,Mar,2008,Near Miss,Closed,15
Complaint,Design,Lincoln,Mar,2008,Major,Closed,5
Complaint,Material,Lincoln,Mar,2008,Major,Open,11
Customer,Personnel,Maynard,Mar,2008,Critical,Closed,10
Customer,Equipment,Maynard,Mar,2008,Near Miss,Closed,10
Spill,External,Maynard,Mar,2008,Near Miss,Closed,6
Spill,Personnel,Maynard,Mar,2008,Medium,Closed,10
Injury,Material,Maynard,Mar,2008,Medium,Closed,11
Injury,Equipment,Maynard,Mar,2008,Major,Closed,11
Transport,Personnel,Maynard,Mar,2008,Critical,Closed,17
Transport,Equipment,Maynard,Mar,2008,Major,Closed,4
Equipment,Equipment,Maynard,Mar,2008,Critical,Closed,6
Equipment,Management,Maynard,Mar,2008,Critical,Open,12
Security,Procedure,Maynard,Mar,2008,Near Miss,Closed,11
Security,External,Maynard,Mar,2008,Medium,Closed,9
Divergence,Design,Maynard,Mar,2008,Near Miss,Closed,6
Divergence,Management,Maynard,Mar,2008,Near Miss,Open,11
Complaint,Management,Maynard,Mar,2008,Critical,Closed,10
Complaint,Procedure,Maynard,Mar,2008,Critical,Closed,14
Customer,Procedure,Acton,Mar,2008,Critical,Open,13
Customer,Training,Acton,Mar,2008,Near Miss,Closed,8
Spill,External,Acton,Mar,2008,Major,Closed,7
Spill,Procedure,Acton,Mar,2008,Critical,Open,9
Injury,External,Acton,Mar,2008,Medium,Closed,5
Injury,Personnel,Acton,Mar,2008,Medium,Open,5
Transport,External,Acton,Mar,2008,Medium,Closed,8
Transport,Management,Acton,Mar,2008,Near Miss,Closed,10
Equipment,Material,Acton,Mar,2008,Near Miss,Closed,7
Equipment,External,Acton,Mar,2008,Near Miss,Closed,10
Security,Procedure,Acton,Mar,2008,Near Miss,Closed,9
Security,Training,Acton,Mar,2008,Critical,Closed,5
Divergence,Material,Acton,Mar,2008,Medium,Closed,5
Divergence,Management,Acton,Mar,2008,Medium,Closed,9
Complaint,External,Acton,Mar,2008,Medium,Closed,10
Complaint,Material,Acton,Mar,2008,Critical,Closed,4
Customer,Training,Concord,Mar,2008,Medium,Closed,11
Customer,Material,Concord,Mar,2008,Critical,Closed,12
Spill,Equipment,Concord,Mar,2008,Critical,Closed,9
Spill,External,Concord,Mar,2008,Near Miss,Open,9
Injury,Design,Concord,Mar,2008,Major,Closed,6
Injury,Equipment,Concord,Mar,2008,Medium,Closed,5
Transport,Material,Concord,Mar,2008,Critical,Open,5
Transport,Personnel,Concord,Mar,2008,Near Miss,Closed,3
Equipment,Training,Concord,Mar,2008,Major,Open,9
Equipment,Personnel,Concord,Mar,2008,Near Miss,Open,10
Security,Personnel,Concord,Mar,2008,Major,Closed,5
Security,Equipment,Concord,Mar,2008,Critical,Closed,9
Divergence,Equipment,Concord,Mar,2008,Near Miss,Closed,5
Divergence,Procedure,Concord,Mar,2008,Medium,Open,11
Complaint,Material,Concord,Mar,2008,Major,Closed,7
Complaint,External,Concord,Mar,2008,Critical,Open,6
Customer,Equipment,Hudson,Mar,2008,Medium,Closed,7
Customer,Training,Hudson,Mar,2008,Medium,Closed,3
Spill,External,Hudson,Mar,2008,Medium,Open,8
Spill,Procedure,Hudson,Mar,2008,Major,Closed,10
Injury,Personnel,Hudson,Mar,2008,Medium,Closed,8
Injury,Material,Hudson,Mar,2008,Medium,Open,10
Transport,Material,Hudson,Mar,2008,Major,Closed,3
Transport,Design,Hudson,Mar,2008,Near Miss,Closed,9
Equipment,Management,Hudson,Mar,2008,Critical,Closed,9
Equipment,External,Hudson,Mar,2008,Critical,Open,5
Security,Design,Hudson,Mar,2008,Medium,Open,7
Security,External,Hudson,Mar,2008,Medium,Closed,7
Divergence,Personnel,Hudson,Mar,2008,Major,Open,9
Divergence,Training,Hudson,Mar,2008,Near Miss,Closed,4
Complaint,Material,Hudson,Mar,2008,Major,Closed,10
Complaint,Management,Hudson,Mar,2008,Medium,Open,10
Customer,Material,Weston,Apr,2008,Near Miss,Open,10
Customer,Equipment,Weston,Apr,2008,Medium,Closed,9
Spill,Personnel,Weston,Apr,2008,Near Miss,Closed,6
Spill,Training,Weston,Apr,2008,Near Miss,Closed,4
Injury,Material,Weston,Apr,2008,Near Miss,Open,7
Injury,Management,Weston,Apr,2008,Near Miss,Closed,8
Transport,External,Weston,Apr,2008,Medium,Open,8
Transport,Equipment,Weston,Apr,2008,Major,Open,8
Equipment,External,Weston,Apr,2008,Major,Closed,7
Equipment,Procedure,Weston,Apr,2008,Medium,Open,11
Security,Training,Weston,Apr,2008,Critical,Open,11
Security,Equipment,Weston,Apr,2008,Major,Closed,11
Divergence,Equipment,Weston,Apr,2008,Major,Open,13
Divergence,Procedure,Weston,Apr,2008,Critical,Open,3
Complaint,Equipment,Weston,Apr,2008,Medium,Open,5
Complaint,Personnel,Weston,Apr,2008,Major,Open,5
Customer,Personnel,Bolton,Apr,2008,Major,Closed,10
Customer,Equipment,Bolton,Apr,2008,Medium,Closed,10
Spill,Personnel,Bolton,Apr,2008,Major,Open,10
Spill,External,Bolton,Apr,2008,Near Miss,Closed,2
Injury,Personnel,Bolton,Apr,2008,Medium,Open,13
Injury,External,Bolton,Apr,2008,Near Miss,Closed,12
Transport,Procedure,Bolton,Apr,2008,Major,Closed,5
Transport,Equipment,Bolton,Apr,2008,Major,Closed,13
Equipment,Equipment,Bolton,Apr,2008,Medium,Closed,6
Equipment,Personnel,Bolton,Apr,2008,Critical,Closed,8
Security,Design,Bolton,Apr,2008,Medium,Open,8
Security,Personnel,Bolton,Apr,2008,Near Miss,Closed,7
Divergence,Procedure,Bolton,Apr,2008,Major,Closed,3
Divergence,External,Bolton,Apr,2008,Critical,Closed,6
Complaint,Material,Bolton,Apr,2008,Critical,Closed,6
Complaint,Training,Bolton,Apr,2008,Critical,Closed,4
Customer,Equipment,Shirley,Apr,2008,Critical,Open,7
Customer,Design,Shirley,Apr,2008,Major,Open,12
Spill,Material,Shirley,Apr,2008,Near Miss,Closed,11
Spill,Design,Shirley,Apr,2008,Near Miss,Closed,9
Injury,Management,Shirley,Apr,2008,Critical,Closed,12
Injury,Equipment,Shirley,Apr,2008,Medium,Open,5
Transport,Equipment,Shirley,Apr,2008,Major,Closed,6
Transport,Personnel,Shirley,Apr,2008,Major,Closed,7
Equipment,External,Shirley,Apr,2008,Critical,Closed,8
Equipment,Design,Shirley,Apr,2008,Near Miss,Open,9
Security,Training,Shirley,Apr,2008,Medium,Open,11
Security,Equipment,Shirley,Apr,2008,Critical,Closed,8
Divergence,Material,Shirley,Apr,2008,Medium,Closed,8
Divergence,Training,Shirley,Apr,2008,Medium,Closed,9
Complaint,Training,Shirley,Apr,2008,Near Miss,Closed,7
Complaint,Design,Shirley,Apr,2008,Major,Closed,6
Customer,Design,Lincoln,Apr,2008,Medium,Closed,8
Customer,Material,Lincoln,Apr,2008,Critical,Closed,5
Spill,Training,Lincoln,Apr,2008,Critical,Open,4
Spill,Material,Lincoln,Apr,2008,Medium,Closed,4
Injury,Management,Lincoln,Apr,2008,Critical,Open,6
Injury,External,Lincoln,Apr,2008,Major,Open,8
Transport,External,Lincoln,Apr,2008,Medium,Open,6
Transport,Personnel,Lincoln,Apr,2008,Major,Closed,5
Equipment,Design,Lincoln,Apr,2008,Critical,Closed,12
Equipment,Training,Lincoln,Apr,2008,Near Miss,Closed,8
Security,Procedure,Lincoln,Apr,2008,Medium,Closed,4
Security,External,Lincoln,Apr,2008,Critical,Open,4
Divergence,Procedure,Lincoln,Apr,2008,Medium,Closed,10
Divergence,Training,Lincoln,Apr,2008,Major,Open,9
Complaint,Design,Lincoln,Apr,2008,Major,Open,7
Complaint,Procedure,Lincoln,Apr,2008,Critical,Closed,6
Customer,Equipment,Maynard,Apr,2008,Near Miss,Closed,5
Customer,Design,Maynard,Apr,2008,Major,Closed,5
Spill,Design,Maynard,Apr,2008,Medium,Open,7
Spill,Material,Maynard,Apr,2008,Critical,Closed,9
Injury,Material,Maynard,Apr,2008,Near Miss,Closed,16
Injury,Procedure,Maynard,Apr,2008,Major,Closed,5
Transport,Equipment,Maynard,Apr,2008,Medium,Closed,9
Transport,Management,Maynard,Apr,2008,Medium,Closed,11
Equipment,Management,Maynard,Apr,2008,Major,Open,8
Equipment,Procedure,Maynard,Apr,2008,Critical,Open,10
Security,Management,Maynard,Apr,2008,Critical,Closed,9
Security,Personnel,Maynard,Apr,2008,Major,Closed,16
Divergence,Management,Maynard,Apr,2008,Major,Closed,5
Divergence,Design,Maynard,Apr,2008,Medium,Closed,8
Complaint,Design,Maynard,Apr,2008,Medium,Closed,8
Complaint,Personnel,Maynard,Apr,2008,Near Miss,Open,10
Customer,Personnel,Acton,Apr,2008,Near Miss,Open,9
Customer,Design,Acton,Apr,2008,Medium,Open,5
Spill,Procedure,Acton,Apr,2008,Major,Open,11
Spill,Training,Acton,Apr,2008,Near Miss,Open,7
Injury,Equipment,Acton,Apr,2008,Near Miss,Closed,11
Injury,Design,Acton,Apr,2008,Near Miss,Open,9
Transport,Procedure,Acton,Apr,2008,Major,Open,12
Transport,External,Acton,Apr,2008,Medium,Closed,8
Equipment,External,Acton,Apr,2008,Critical,Closed,14
Equipment,Personnel,Acton,Apr,2008,Near Miss,Closed,8
Security,Personnel,Acton,Apr,2008,Near Miss,Closed,11
Security,Material,Acton,Apr,2008,Critical,Open,6
Divergence,External,Acton,Apr,2008,Critical,Open,9
Divergence,Training,Acton,Apr,2008,Critical,Closed,12
Complaint,Management,Acton,Apr,2008,Medium,Closed,8
Complaint,Training,Acton,Apr,2008,Major,Closed,8
Customer,Procedure,Concord,Apr,2008,Major,Closed,8
Customer,Training,Concord,Apr,2008,Medium,Open,10
Spill,Design,Concord,Apr,2008,Medium,Closed,8
Spill,Procedure,Concord,Apr,2008,Near Miss,Closed,7
Injury,Management,Concord,Apr,2008,Critical,Open,8
Injury,Personnel,Concord,Apr,2008,Critical,Open,11
Transport,Equipment,Concord,Apr,2008,Critical,Open,10
Transport,Training,Concord,Apr,2008,Medium,Closed,11
Equipment,Equipment,Concord,Apr,2008,Major,Open,7
Equipment,Design,Concord,Apr,2008,Medium,Closed,5
Security,Procedure,Concord,Apr,2008,Medium,Open,6
Security,Design,Concord,Apr,2008,Critical,Closed,4
Divergence,Material,Concord,Apr,2008,Major,Closed,9
Divergence,External,Concord,Apr,2008,Medium,Closed,10
Complaint,Procedure,Concord,Apr,2008,Near Miss,Closed,10
Complaint,Personnel,Concord,Apr,2008,Major,Open,12
Customer,Procedure,Hudson,Apr,2008,Medium,Closed,7
Customer,External,Hudson,Apr,2008,Major,Closed,10
Spill,Training,Hudson,Apr,2008,Medium,Closed,6
Spill,Procedure,Hudson,Apr,2008,Medium,Closed,7
Injury,Personnel,Hudson,Apr,2008,Medium,Open,8
Injury,External,Hudson,Apr,2008,Medium,Closed,7
Transport,Management,Hudson,Apr,2008,Major,Closed,7
Transport,Personnel,Hudson,Apr,2008,Critical,Closed,8
Equipment,External,Hudson,Apr,2008,Medium,Open,6
Equipment,Material,Hudson,Apr,2008,Critical,Closed,6
Security,External,Hudson,Apr,2008,Major,Closed,10
Security,Training,Hudson,Apr,2008,Medium,Closed,7
Divergence,Management,Hudson,Apr,2008,Major,Closed,7
